layer,group,shape,full_rank,stable_rank,frob_norm,spectral_norm,dim_30,dim_30_frac,dim_50,dim_50_frac,dim_70,dim_70_frac,dim_90,dim_90_frac,dim_95,dim_95_frac,top4_energy,top8_energy,top16_energy,top32_energy,top64_energy
base_model.model.backbone.stages.2.blocks.12.attn.w_msa.proj,proj,1408x1408,1408,15.91169425976654,59.30833016822974,14.868168830871582,69,0.049005681818181816,157,0.11150568181818182,289,0.20525568181818182,548,0.38920454545454547,689,0.4893465909090909,0.08041241765022278,0.09970410168170929,0.13328708708286285,0.19094473123550415,0.28760695457458496
base_model.model.backbone.stages.2.blocks.12.ffn.layers.0.0.base_layer,ffn,5632x1408,1408,15.63575864050293,118.08099378710361,29.862112045288086,85,0.060369318181818184,216,0.1534090909090909,424,0.30113636363636365,819,0.5816761363636364,1011,0.7180397727272727,0.08103714883327484,0.09936849027872086,0.13033130764961243,0.17990969121456146,0.25768211483955383
base_model.model.backbone.stages.2.blocks.12.ffn.layers.1,ffn,1408x5632,1408,84.84171624569478,121.05979765956575,13.143021583557129,111,0.07883522727272728,249,0.1768465909090909,458,0.3252840909090909,840,0.5965909090909091,1021,0.7251420454545454,0.030865786597132683,0.04995325580239296,0.08059331029653549,0.1301134079694748,0.20891712605953217
base_model.model.backbone.stages.2.blocks.13.attn.w_msa.cpb_mlp.2,other,32x512,32,1.2299109397113306,14.268529790514947,12.865965843200684,1,0.03125,1,0.03125,1,0.03125,2,0.0625,3,0.09375,0.9829320311546326,0.9979333877563477,0.9995831847190857,1.0,nan
base_model.model.backbone.stages.2.blocks.13.attn.w_msa.qkv.base_layer,qkv,4224x1408,1408,71.19235575312827,102.62969119911158,12.163437843322754,56,0.03977272727272727,148,0.10511363636363637,321,0.22798295454545456,698,0.49573863636363635,899,0.6384943181818182,0.049492597579956055,0.08298177272081375,0.13643398880958557,0.21645213663578033,0.32654398679733276
base_model.model.backbone.stages.2.blocks.13.attn.w_msa.proj,proj,1408x1408,1408,10.947068061321852,60.583629972981356,18.310760498046875,59,0.04190340909090909,144,0.10227272727272728,273,0.19389204545454544,523,0.37144886363636365,661,0.4694602272727273,0.1078689694404602,0.12712125480175018,0.16117779910564423,0.21949967741966248,0.316337525844574
base_model.model.backbone.stages.2.blocks.13.ffn.layers.0.0.base_layer,ffn,5632x1408,1408,13.451523308958686,121.03224244364598,33.00010681152344,76,0.05397727272727273,201,0.14275568181818182,402,0.28551136363636365,796,0.5653409090909091,991,0.7038352272727273,0.09101439267396927,0.10997080057859421,0.142402783036232,0.1943051666021347,0.27454787492752075
base_model.model.backbone.stages.2.blocks.13.ffn.layers.1,ffn,1408x5632,1408,46.53641109882874,123.01381401086627,18.032562255859375,103,0.07315340909090909,238,0.1690340909090909,442,0.31392045454545453,815,0.5788352272727273,995,0.7066761363636364,0.04469309002161026,0.06446292996406555,0.09549800306558609,0.14420375227928162,0.22250498831272125
base_model.model.backbone.stages.2.blocks.14.attn.w_msa.cpb_mlp.2,other,32x512,32,1.627615308647769,11.071693867260421,8.678370475769043,1,0.03125,1,0.03125,2,0.0625,3,0.09375,5,0.15625,0.9382979273796082,0.9893373847007751,0.9989378452301025,0.9999999403953552,nan
base_model.model.backbone.stages.2.blocks.14.attn.w_msa.qkv.base_layer,qkv,4224x1408,1408,71.39428975041076,102.94078243096854,12.1830415725708,57,0.040482954545454544,150,0.10653409090909091,323,0.2294034090909091,699,0.49644886363636365,899,0.6384943181818182,0.04783459007740021,0.08151795715093613,0.1334642618894577,0.2119343876838684,0.3212532699108124
base_model.model.backbone.stages.2.blocks.14.attn.w_msa.proj,proj,1408x1408,1408,13.742367544605674,59.825552063374225,16.13823127746582,68,0.048295454545454544,158,0.11221590909090909,290,0.2059659090909091,543,0.3856534090909091,681,0.4836647727272727,0.09015832096338272,0.1085895225405693,0.14104671776294708,0.19723384082317352,0.2915380597114563
base_model.model.backbone.stages.2.blocks.14.ffn.layers.0.0.base_layer,ffn,5632x1408,1408,13.084261596515379,122.07413219023923,33.748077392578125,80,0.056818181818181816,206,0.14630681818181818,407,0.2890625,797,0.5660511363636364,990,0.703125,0.09241391718387604,0.11022194474935532,0.14075128734111786,0.18985515832901,0.26743900775909424
base_model.model.backbone.stages.2.blocks.14.ffn.layers.1,ffn,1408x5632,1408,42.703408205701095,124.07606191616898,18.987016677856445,98,0.06960227272727272,226,0.16051136363636365,419,0.2975852272727273,776,0.5511363636363636,955,0.6782670454545454,0.051351308822631836,0.07036054134368896,0.10083577781915665,0.15055903792381287,0.23086485266685486
base_model.model.backbone.stages.2.blocks.15.attn.w_msa.cpb_mlp.2,other,32x512,32,1.243516572828453,9.986095680174197,8.955089569091797,1,0.03125,1,0.03125,1,0.03125,2,0.0625,3,0.09375,0.9763388633728027,0.9960830807685852,0.9989303946495056,1.0000001192092896,nan
base_model.model.backbone.stages.2.blocks.15.attn.w_msa.qkv.base_layer,qkv,4224x1408,1408,74.0113466395642,103.06884834905259,11.980591773986816,60,0.04261363636363636,157,0.11150568181818182,334,0.2372159090909091,708,0.5028409090909091,904,0.6420454545454546,0.04628487303853035,0.07801611721515656,0.1289023905992508,0.20628108084201813,0.3140838146209717
base_model.model.backbone.stages.2.blocks.15.attn.w_msa.proj,proj,1408x1408,1408,13.803605929882819,60.06174394685439,16.165966033935547,62,0.04403409090909091,146,0.10369318181818182,271,0.1924715909090909,513,0.3643465909090909,645,0.4580965909090909,0.0914091020822525,0.11129772663116455,0.1462840586900711,0.20661722123622894,0.3062248229980469
base_model.model.backbone.stages.2.blocks.15.ffn.layers.0.0.base_layer,ffn,5632x1408,1408,12.633499031565716,122.18355971907596,34.37565231323242,84,0.05965909090909091,214,0.15198863636363635,416,0.29545454545454547,804,0.5710227272727273,995,0.7066761363636364,0.09466595947742462,0.1111680343747139,0.1392318308353424,0.1857987642288208,0.26067763566970825
base_model.model.backbone.stages.2.blocks.15.ffn.layers.1,ffn,1408x5632,1408,28.33375436577652,124.40149686348231,23.370798110961914,89,0.06321022727272728,209,0.1484375,391,0.27769886363636365,730,0.5184659090909091,908,0.6448863636363636,0.06670747697353363,0.08481770753860474,0.11524470895528793,0.16584597527980804,0.24767354130744934
base_model.model.backbone.stages.2.blocks.16.attn.w_msa.cpb_mlp.2,other,32x512,32,1.9892523186840319,10.214236134533591,7.242040634155273,1,0.03125,1,0.03125,2,0.0625,4,0.125,5,0.15625,0.9412220120429993,0.9924200177192688,0.9987553954124451,0.9999999403953552,nan
base_model.model.backbone.stages.2.blocks.16.attn.w_msa.qkv.base_layer,qkv,4224x1408,1408,73.88116579005138,103.79881193624038,12.076066970825195,64,0.045454545454545456,166,0.11789772727272728,348,0.2471590909090909,724,0.5142045454545454,918,0.6519886363636364,0.04390914738178253,0.07584008574485779,0.12565165758132935,0.19826018810272217,0.30057641863822937
base_model.model.backbone.stages.2.blocks.16.attn.w_msa.proj,proj,1408x1408,1408,10.403578753305798,60.7701930013545,18.840795516967773,56,0.03977272727272727,139,0.09872159090909091,263,0.18678977272727273,499,0.3544034090909091,628,0.4460227272727273,0.12158595770597458,0.140377476811409,0.17308840155601501,0.2295869141817093,0.32518425583839417
base_model.model.backbone.stages.2.blocks.16.ffn.layers.0.0.base_layer,ffn,5632x1408,1408,13.002597068142194,122.45766966333713,33.96025466918945,88,0.0625,219,0.15553977272727273,421,0.2990056818181818,803,0.5703125,994,0.7059659090909091,0.09337934106588364,0.10920552164316177,0.1362418234348297,0.18130426108837128,0.2545972168445587
base_model.model.backbone.stages.2.blocks.16.ffn.layers.1,ffn,1408x5632,1408,28.492228204734175,123.9485228960999,23.22085189819336,84,0.05965909090909091,195,0.13849431818181818,362,0.2571022727272727,665,0.47230113636363635,829,0.5887784090909091,0.06818483769893646,0.08643920719623566,0.11758450418710709,0.16975991427898407,0.2552288770675659
base_model.model.backbone.stages.2.blocks.17.attn.w_msa.cpb_mlp.2,other,32x512,32,1.6254481235696066,10.720641744962291,8.408803939819336,1,0.03125,1,0.03125,2,0.0625,3,0.09375,4,0.125,0.9634873867034912,0.9947797656059265,0.9989155530929565,1.0,nan
base_model.model.backbone.stages.2.blocks.17.attn.w_msa.qkv.base_layer,qkv,4224x1408,1408,82.71667520305496,104.41527104846782,11.480676651000977,67,0.04758522727272727,172,0.12215909090909091,356,0.2528409090909091,727,0.5163352272727273,918,0.6519886363636364,0.04151215776801109,0.07130807638168335,0.11940417438745499,0.19036874175071716,0.2922689616680145
base_model.model.backbone.stages.2.blocks.17.attn.w_msa.proj,proj,1408x1408,1408,8.081366633647363,60.964593336009386,21.44545555114746,42,0.029829545454545456,118,0.08380681818181818,232,0.16477272727272727,446,0.31676136363636365,563,0.39985795454545453,0.15192796289920807,0.17148847877979279,0.2063491940498352,0.26695287227630615,0.36780741810798645
base_model.model.backbone.stages.2.blocks.17.ffn.layers.0.0.base_layer,ffn,5632x1408,1408,14.921693402814604,123.19931529461721,31.89328384399414,93,0.06605113636363637,225,0.15980113636363635,426,0.3025568181818182,802,0.5696022727272727,991,0.7038352272727273,0.0846986323595047,0.10035894811153412,0.1270800530910492,0.17197738587856293,0.24508553743362427
base_model.model.backbone.stages.2.blocks.17.ffn.layers.1,ffn,1408x5632,1408,24.45762913077138,123.07673943139093,24.88678550720215,79,0.056107954545454544,183,0.1299715909090909,335,0.23792613636363635,595,0.4225852272727273,722,0.5127840909090909,0.07038207352161407,0.0896841362118721,0.12248459458351135,0.17684006690979004,0.26503223180770874
base_model.model.backbone.stages.3.downsample.reduction,other,2816x5632,2816,12.285766438731189,169.08945025488728,48.24089813232422,139,0.049360795454545456,300,0.10653409090909091,500,0.17755681818181818,806,0.2862215909090909,988,0.3508522727272727,0.09078315645456314,0.0984852984547615,0.1129336729645729,0.14043977856636047,0.19181659817695618
base_model.model.backbone.stages.3.blocks.0.attn.w_msa.cpb_mlp.2,other,64x512,64,2.1456930677083834,9.83003679612065,6.71075439453125,1,0.015625,2,0.03125,2,0.03125,4,0.0625,5,0.078125,0.9267328381538391,0.984290599822998,0.9959837794303894,0.9991012215614319,1.0
base_model.model.backbone.stages.3.blocks.0.attn.w_msa.qkv.base_layer,qkv,8448x2816,2816,35.13111060131231,208.8198330050333,35.2310676574707,50,0.01775568181818182,128,0.045454545454545456,267,0.09481534090909091,531,0.1885653409090909,675,0.23970170454545456,0.06279916316270828,0.09349124878644943,0.14456841349601746,0.22718758881092072,0.34829482436180115
base_model.model.backbone.stages.3.blocks.0.attn.w_msa.proj,proj,2816x2816,2816,8.16232643702914,123.65862709365449,43.28300857543945,144,0.05113636363636364,363,0.12890625,672,0.23863636363636365,1228,0.43607954545454547,1508,0.5355113636363636,0.13271112740039825,0.138773113489151,0.14987556636333466,0.1710631102323532,0.21096812188625336
base_model.model.backbone.stages.3.blocks.0.ffn.layers.0.0.base_layer,ffn,11264x2816,2816,18.607829992512105,237.74291853281352,55.11371994018555,67,0.023792613636363636,189,0.06711647727272728,401,0.14240056818181818,900,0.3196022727272727,1231,0.43714488636363635,0.07660390436649323,0.10124169290065765,0.14232011139392853,0.2057744413614273,0.2951149642467499
base_model.model.backbone.stages.3.blocks.0.ffn.layers.1,ffn,2816x11264,2816,78.07690785255517,243.0328713620855,27.504497528076172,350,0.12428977272727272,689,0.24467329545454544,1149,0.4080255681818182,1890,0.6711647727272727,2202,0.7819602272727273,0.021588874980807304,0.026153093203902245,0.034535057842731476,0.05028755962848663,0.07992258667945862
base_model.model.backbone.stages.3.blocks.1.attn.w_msa.cpb_mlp.2,other,64x512,64,1.3955189551800544,14.391770109163083,12.182778358459473,1,0.015625,1,0.015625,1,0.015625,3,0.046875,4,0.0625,0.9718563556671143,0.9929130673408508,0.9978653192520142,0.9995500445365906,1.0
base_model.model.backbone.stages.3.blocks.1.attn.w_msa.qkv.base_layer,qkv,8448x2816,2816,77.80662839238025,212.28837808215033,24.066776275634766,122,0.04332386363636364,311,0.11044034090909091,638,0.2265625,1350,0.4794034090909091,1733,0.6154119318181818,0.035110071301460266,0.052587930113077164,0.08176383376121521,0.13074181973934174,0.20600691437721252
base_model.model.backbone.stages.3.blocks.1.attn.w_msa.proj,proj,2816x2816,2816,11.372981606968029,122.03371076264132,36.18617248535156,171,0.060724431818181816,392,0.13920454545454544,704,0.25,1265,0.44921875,1548,0.5497159090909091,0.09583151340484619,0.10186230391263962,0.11341678351163864,0.13552911579608917,0.17722417414188385
base_model.model.backbone.stages.3.blocks.1.ffn.layers.0.0.base_layer,ffn,11264x2816,2816,22.515243521447992,243.09520222281228,51.23161697387695,120,0.04261363636363636,319,0.11328125,670,0.23792613636363635,1428,0.5071022727272727,1823,0.6473721590909091,0.06051589921116829,0.07698079198598862,0.10468441247940063,0.14838503301143646,0.21483920514583588
base_model.model.backbone.stages.3.blocks.1.ffn.layers.1,ffn,2816x11264,2816,51.72976474930503,244.885751422985,34.04813003540039,319,0.11328125,639,0.22691761363636365,1079,0.38316761363636365,1808,0.6420454545454546,2130,0.7563920454545454,0.027110643684864044,0.03236290439963341,0.041704319417476654,0.05895717814564705,0.09093591570854187
base_model.model.classifier,other,45x2816,45,36.674527274142356,3.8695894430657294,0.6389731764793396,12,0.26666666666666666,21,0.4666666666666667,30,0.6666666666666666,40,0.8888888888888888,43,0.9555555555555556,0.10738638043403625,0.21037033200263977,0.40503016114234924,0.7541145086288452,nan
